SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_ZONA,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
PB,19828,RIACHO DE SANTO ANTÔNIO,62,2,2404,2396,RIACHO DE SANTO ANTÔNIO,Presidente,1938,1938,0.808848080133556,RIACHO DE SANTO ANTÔNIO,0.0374376039933444,0.616472545757072
MS,91693,ANGÉLICA,27,1,8666,8657,ANGÉLICA,Presidente,6276,6276,0.724962458126372,ANGÉLICA,0.0615047311331641,0.491230094622663
RN,16101,BODÓ,20,1,3597,3590,BODÓ,Presidente,2631,2631,0.732869080779944,BODÓ,0.0500417014178482,0.592994161801501
GO,95052,OURO VERDE DE GOIÁS,144,2,3741,3736,OURO VERDE DE GOIÁS,Presidente,2912,2912,0.779443254817987,OURO VERDE DE GOIÁS,0.0879443998930767,0.492649024325047
MG,42471,CAPETINGA,127,2,5717,5714,CAPETINGA,Presidente,4079,4079,0.713860693034652,CAPETINGA,0.0251880356830506,0.644393912891377
PI,12351,CAMPO ALEGRE DO FIDALGO,69,1,4345,4331,CAMPO ALEGRE DO FIDALGO,Presidente,3622,3622,0.836296467328562,CAMPO ALEGRE DO FIDALGO,0.0266973532796318,0.716455696202532
SE,31496,GARARU,8,2,9162,9177,GARARU,Presidente,7190,7190,0.783480440231012,GARARU,0.0347085789129011,0.646583715345994
MA,8125,PRESIDENTE MÉDICI,80,2,5433,5420,PRESIDENTE MÉDICI,Presidente,3900,3900,0.719557195571956,PRESIDENTE MÉDICI,0.0620283452972575,0.550156451316032
TO,73059,MAURILÂNDIA DO TOCANTINS,11,1,3187,3181,MAURILÂNDIA DO TOCANTINS,Presidente,2511,2511,0.789374410562716,MAURILÂNDIA DO TOCANTINS,0.0599309695638532,0.552243489174773
GO,96318,TURVÂNIA,63,1,4730,4729,TURVÂNIA,Presidente,3653,3653,0.772467752167477,TURVÂNIA,0.109725158562368,0.441014799154334
SC,80039,AGROLÂNDIA,57,1,8007,8001,AGROLÂNDIA,Presidente,6571,6571,0.82127234095738,AGROLÂNDIA,0.0497065068065443,0.51617334832022
PR,75140,BOA VENTURA DE SÃO ROQUE,38,2,5047,5042,BOA VENTURA DE SÃO ROQUE,Presidente,4065,4065,0.806227687425625,BOA VENTURA DE SÃO ROQUE,0.0788587279572023,0.51872399445215
SP,71250,SARUTAIÁ,234,2,3171,3168,SARUTAIÁ,Presidente,2336,2336,0.737373737373737,SARUTAIÁ,0.0696941028066856,0.506149479659413
GO,94110,ITAJÁ,96,1,3658,3647,ITAJÁ,Presidente,2763,2763,0.757608993693447,ITAJÁ,0.117550574084199,0.47840349917988
RS,87688,SANTO EXPEDITO DO SUL,103,1,2212,2210,SANTO EXPEDITO DO SUL,Presidente,1818,1818,0.82262443438914,SANTO EXPEDITO DO SUL,0.0664556962025316,0.571428571428571
MG,42811,CARMO DE MINAS,259,1,10019,10001,CARMO DE MINAS,Presidente,7475,7475,0.747425257474253,CARMO DE MINAS,0.0581894400638786,0.550953188941012
PB,19763,ALCANTIL,18,1,4667,4665,ALCANTIL,Presidente,3860,3860,0.827438370846731,ALCANTIL,0.03471180629955,0.605528176558817
RS,85464,CRISTAL,12,1,6353,6346,CRISTAL,Presidente,4937,4937,0.777970375039395,CRISTAL,0.0374626160868881,0.634188572328034
PR,78174,RIO AZUL,62,1,10891,10882,RIO AZUL,Presidente,9021,9021,0.828983642712737,RIO AZUL,0.0587641171609586,0.574511064181434
RS,86320,ARAMBARÉ,12,1,3517,3506,ARAMBARÉ,Presidente,2620,2620,0.747290359383913,ARAMBARÉ,0.0833096388967871,0.529428490190503
SP,70653,SANTO ANTÔNIO DO PINHAL,314,2,6390,6382,SANTO ANTÔNIO DO PINHAL,Presidente,4742,4742,0.743027264180508,SANTO ANTÔNIO DO PINHAL,0.124100156494523,0.440688575899843
TO,73032,DARCINÓPOLIS,27,2,4104,4105,DARCINÓPOLIS,Presidente,3090,3090,0.752740560292326,DARCINÓPOLIS,0.0489766081871345,0.575779727095517
BA,33014,ABAÍRA,105,1,7252,7181,ABAÍRA,Presidente,5057,5057,0.704219468040663,ABAÍRA,0.0437120794263651,0.611555432984004
RS,86347,BARÃO DO TRIUNFO,50,2,4474,4469,BARÃO DO TRIUNFO,Presidente,3622,3622,0.810472141418662,BARÃO DO TRIUNFO,0.0357621814930711,0.664729548502459
MG,46396,ITACAMBIRA,184,2,4600,4580,ITACAMBIRA,Presidente,3310,3310,0.722707423580786,ITACAMBIRA,0.0932608695652174,0.491086956521739
RS,89168,COQUEIRO BAIXO,104,1,1383,1379,COQUEIRO BAIXO,Presidente,1129,1129,0.818709209572154,COQUEIRO BAIXO,0.0354302241503977,0.675343456254519
PB,19232,AREIAL,19,2,6073,6067,AREIAL,Presidente,4685,4685,0.772210318114389,AREIAL,0.0413304791700971,0.588506504198913
RS,88978,SÃO VALENTIM,168,1,3097,3092,SÃO VALENTIM,Presidente,2524,2524,0.816300129366106,SÃO VALENTIM,0.0862124636745237,0.549886987407168
PI,12386,JOÃO COSTA,20,2,3311,3296,JOÃO COSTA,Presidente,2675,2675,0.811589805825243,JOÃO COSTA,0.0507399577167019,0.619148293566898
RJ,58815,PORCIÚNCULA,45,2,14469,14433,PORCIÚNCULA,Presidente,10221,10221,0.708168779879443,PORCIÚNCULA,0.0774759831363605,0.495818646762043
PB,19968,MARCAÇÃO,55,2,6957,6948,MARCAÇÃO,Presidente,5518,5518,0.794185377086932,MARCAÇÃO,0.0419721144171338,0.608451918930574
SP,67652,NOVA INDEPENDÊNCIA,9,1,3231,3249,NOVA INDEPENDÊNCIA,Presidente,2508,2508,0.771929824561403,NOVA INDEPENDÊNCIA,0.0795419374806562,0.369235530795419
SP,65730,ITIRAPINA,245,1,10161,10159,ITIRAPINA,Presidente,7476,7476,0.735899202677429,ITIRAPINA,0.0845389233343175,0.383623659088672
TO,96130,SÍTIO NOVO DO TOCANTINS,11,1,7694,7671,SÍTIO NOVO DO TOCANTINS,Presidente,6169,6169,0.804197627427975,SÍTIO NOVO DO TOCANTINS,0.0707044450220951,0.477255003899142
MG,53759,TIRADENTES,328,2,6956,6928,TIRADENTES,Presidente,5554,5554,0.801674364896074,TIRADENTES,0.141748131109833,0.456728004600345
AL,28398,PINDOBA,5,1,2673,2675,PINDOBA,Presidente,2045,2045,0.764485981308411,PINDOBA,0.0351664796109241,0.589973812196034
MS,90972,JARAGUARI,34,2,5237,5233,JARAGUARI,Presidente,3769,3769,0.720236957768011,JARAGUARI,0.0794347909108268,0.544968493412259
MG,42005,CURRAL DE DENTRO,266,2,6375,6363,CURRAL DE DENTRO,Presidente,4597,4597,0.722457960081723,CURRAL DE DENTRO,0.0247843137254902,0.628549019607843
GO,96393,VARJÃO,56,1,3839,3835,VARJÃO,Presidente,2830,2830,0.737940026075619,VARJÃO,0.079447772857515,0.4803334201615
SC,81744,BALNEÁRIO GAIVOTA,54,1,10527,10501,BALNEÁRIO GAIVOTA,Presidente,7758,7758,0.738786782211218,BALNEÁRIO GAIVOTA,0.0741901776384535,0.485418447800893
MG,42200,IBIRACATU,255,1,5950,5945,IBIRACATU,Presidente,3812,3812,0.64121110176619,IBIRACATU,0.0215126050420168,0.657310924369748
RS,84930,FAGUNDES VARELA,88,2,2351,2350,FAGUNDES VARELA,Presidente,2063,2063,0.877872340425532,FAGUNDES VARELA,0.0701829008932369,0.53424074861761
PB,21270,PIANCÓ,32,1,12715,12641,PIANCÓ,Presidente,9429,9429,0.745906178308678,PIANCÓ,0.0559968541093197,0.542823436885568
SP,71650,TAIÚVA,61,1,4763,4752,TAIÚVA,Presidente,3440,3440,0.723905723905724,TAIÚVA,0.154104555952131,0.413604870879698
SP,65919,JACI,72,1,5770,5765,JACI,Presidente,4300,4300,0.745880312228968,JACI,0.0859618717504333,0.440901213171577
PI,10286,JACOBINA DO PIAUÍ,38,1,4933,4940,JACOBINA DO PIAUÍ,Presidente,4246,4246,0.859514170040486,JACOBINA DO PIAUÍ,0.0411514291506183,0.663896209203325
PB,19291,BAÍA DA TRAIÇÃO,55,1,7364,7342,BAÍA DA TRAIÇÃO,Presidente,5881,5881,0.801007899754835,BAÍA DA TRAIÇÃO,0.0707495926127105,0.494703965236285
PI,12262,PAJEÚ DO PIAUÍ,36,1,3413,3400,PAJEÚ DO PIAUÍ,Presidente,2554,2554,0.751176470588235,PAJEÚ DO PIAUÍ,0.0345736888368005,0.614708467623791
BA,34070,CAIRU,31,1,13973,13941,CAIRU,Presidente,10612,10612,0.76120794777993,CAIRU,0.0815859156945538,0.45702426107493
TO,95699,LIZARDA,35,1,2961,2948,LIZARDA,Presidente,2255,2255,0.764925373134328,LIZARDA,0.0584262073623776,0.511313745356299
SP,69396,QUELUZ,42,1,7181,7172,QUELUZ,Presidente,5472,5472,0.762967094255438,QUELUZ,0.0972009469433227,0.3821194819663
MG,41289,PAI PEDRO,226,2,5348,5335,PAI PEDRO,Presidente,3815,3815,0.715089034676664,PAI PEDRO,0.0205684367988033,0.599476439790576
PI,10251,BARREIRAS DO PIAUÍ,35,2,3516,3487,BARREIRAS DO PIAUÍ,Presidente,2446,2446,0.70146257527961,BARREIRAS DO PIAUÍ,0.0500568828213879,0.582764505119454
RS,86037,CHAPADA,15,1,7773,7769,CHAPADA,Presidente,6517,6517,0.838846698416785,CHAPADA,0.0819503409237103,0.518975942364595
TO,92487,PEQUIZEIRO,16,2,4113,4102,PEQUIZEIRO,Presidente,3248,3248,0.791808873720137,PEQUIZEIRO,0.0637004619499149,0.50692924872356
RO,434,NOVA MAMORÉ,1,1,17984,18003,NOVA MAMORÉ,Presidente,13149,13149,0.730378270288285,NOVA MAMORÉ,0.0408140569395018,0.608540925266904
PB,20150,DONA INÊS,14,2,9065,9045,DONA INÊS,Presidente,6668,6668,0.737202874516307,DONA INÊS,0.0350799779371208,0.59249862107005
RO,582,SERINGUEIRAS,35,1,10062,10067,SERINGUEIRAS,Presidente,7241,7241,0.719280818515943,SERINGUEIRAS,0.0492943748757702,0.607433909759491
GO,93165,INACIOLÂNDIA,46,2,4634,4627,INACIOLÂNDIA,Presidente,3541,3541,0.765290685109142,INACIOLÂNDIA,0.0785498489425982,0.482088908070781
MG,51470,SANTA CRUZ DO ESCALVADO,225,1,4865,4858,SANTA CRUZ DO ESCALVADO,Presidente,3646,3646,0.750514615067929,SANTA CRUZ DO ESCALVADO,0.0591983556012333,0.594039054470709
AM,2950,BERURI,54,2,13842,13827,BERURI,Presidente,8539,8539,0.617559846676792,BERURI,0.0366276549631556,0.543490825025285
MG,41750,BRAÚNAS,176,1,4417,4409,BRAÚNAS,Presidente,2879,2879,0.652982535722386,BRAÚNAS,0.0305637310391669,0.638215983699343
CE,14370,JAGUARIBARA,72,2,8660,8632,JAGUARIBARA,Presidente,6795,6795,0.787187210379982,JAGUARIBARA,0.0720554272517321,0.558083140877598
RS,86436,ERVAL SECO,132,1,5530,5522,ERVAL SECO,Presidente,4515,4515,0.817638536762043,ERVAL SECO,0.0723327305605787,0.594394213381555
MG,48496,MONJOLOS,101,2,2308,2293,MONJOLOS,Presidente,1577,1577,0.687745311818578,MONJOLOS,0.0333622183708839,0.575389948006932
MS,91278,PEDRO GOMES,26,2,5828,5812,PEDRO GOMES,Presidente,4223,4223,0.726600137646249,PEDRO GOMES,0.0557652711050103,0.644646533973919
RN,16063,SÃO MIGUEL DO GOSTOSO,14,2,8743,8758,SÃO MIGUEL DO GOSTOSO,Presidente,7034,7034,0.803151404430235,SÃO MIGUEL DO GOSTOSO,0.0598192839986275,0.574288001830036
MG,53295,SERRA AZUL DE MINAS,294,1,3691,3681,SERRA AZUL DE MINAS,Presidente,2091,2091,0.568052159739201,SERRA AZUL DE MINAS,0.0176104036846383,0.677865077214847
SP,64718,GUAREÍ,140,1,9536,9533,GUAREÍ,Presidente,6870,6870,0.72065456834155,GUAREÍ,0.075503355704698,0.519609899328859
PB,19763,ALCANTIL,18,2,4667,4668,ALCANTIL,Presidente,3812,3812,0.81662382176521,ALCANTIL,0.03471180629955,0.605528176558817
GO,93041,PROFESSOR JAMIL,25,1,3039,3031,PROFESSOR JAMIL,Presidente,2326,2326,0.767403497195645,PROFESSOR JAMIL,0.104310628496216,0.435998683777558
MG,50130,PIRAJUBA,82,1,4379,4376,PIRAJUBA,Presidente,3240,3240,0.740402193784278,PIRAJUBA,0.041105275176981,0.519296643069194
MG,49492,PASSABÉM,132,1,1817,1815,PASSABÉM,Presidente,1354,1354,0.746005509641873,PASSABÉM,0.0748486516235553,0.518436984039626
PR,74780,CAMPO BONITO,112,2,3622,3618,CAMPO BONITO,Presidente,2896,2896,0.800442233278054,CAMPO BONITO,0.0737161789066814,0.512147984538929
SP,67415,MORUNGABA,58,2,10759,10761,MORUNGABA,Presidente,8254,8254,0.767029086516123,MORUNGABA,0.105400130123617,0.408681104191839
MS,98159,TACURU,33,1,6707,6702,TACURU,Presidente,4749,4749,0.708594449418084,TACURU,0.0432384076338154,0.687192485462949
PE,26174,TUPARETAMA,68,1,8099,8062,TUPARETAMA,Presidente,6268,6268,0.777474572066485,TUPARETAMA,0.0632176811952093,0.570070379059143
PI,10170,AROAZES,89,2,5585,5566,AROAZES,Presidente,4114,4114,0.739130434782609,AROAZES,0.0739480752014324,0.562578334825425
PB,19208,RIACHÃO,20,2,3204,3195,RIACHÃO,Presidente,2436,2436,0.762441314553991,RIACHÃO,0.0480649188514357,0.576779026217229
SP,67539,NHANDEARA,162,1,7776,7758,NHANDEARA,Presidente,5916,5916,0.762567672080433,NHANDEARA,0.173868312757202,0.38940329218107
PB,21857,SÃO JOSÉ DA LAGOA TAPADA,52,1,6603,6593,SÃO JOSÉ DA LAGOA TAPADA,Presidente,5126,5126,0.777491278628849,SÃO JOSÉ DA LAGOA TAPADA,0.0319551718915644,0.707254278358322
SC,80608,RIO RUFINO,4,2,2309,2309,RIO RUFINO,Presidente,1870,1870,0.809874404504114,RIO RUFINO,0.0749242096145518,0.553919445647466
CE,13110,ALTANEIRA,53,1,6249,6220,ALTANEIRA,Presidente,4991,4991,0.802411575562701,ALTANEIRA,0.043686989918387,0.545367258761402
PB,22152,SERRA GRANDE,33,1,3204,3175,SERRA GRANDE,Presidente,2328,2328,0.733228346456693,SERRA GRANDE,0.0511860174781523,0.596441947565543
MG,42064,FREI LAGONEGRO,135,2,3527,3510,FREI LAGONEGRO,Presidente,2530,2530,0.720797720797721,FREI LAGONEGRO,0.0371420470654948,0.63963708534165
SP,61026,BOREBI,161,2,2227,2222,BOREBI,Presidente,1678,1678,0.755175517551755,BOREBI,0.063313875168388,0.447238437359677
SP,68195,PARANAPUÃ,427,1,3428,3425,PARANAPUÃ,Presidente,2721,2721,0.794452554744526,PARANAPUÃ,0.122812135355893,0.453033838973162
PR,74381,IGUATU,126,1,2007,2005,IGUATU,Presidente,1624,1624,0.80997506234414,IGUATU,0.0966616841056303,0.472346786248132
RS,86967,MAQUINÉ,77,1,5831,5822,MAQUINÉ,Presidente,4744,4744,0.814840261078667,MAQUINÉ,0.0770022294632139,0.588749785628537
MT,90220,TABAPORÃ,27,2,7072,7056,TABAPORÃ,Presidente,5048,5048,0.715419501133787,TABAPORÃ,0.0366233031674208,0.52262443438914
MG,53279,SERITINGA,6,1,1892,1884,SERITINGA,Presidente,1401,1401,0.743630573248408,SERITINGA,0.116807610993658,0.487315010570825
SP,61581,ALAMBARI,52,1,4933,4929,ALAMBARI,Presidente,3771,3771,0.765063907486305,ALAMBARI,0.0762213663085344,0.433407662679911
AC,1104,JORDÃO,5,1,5594,5594,JORDÃO,Presidente,4018,4018,0.718269574544154,JORDÃO,0.0361101179835538,0.638898820164462
RS,87424,PONTÃO,33,2,3338,3321,PONTÃO,Presidente,2798,2798,0.84251731406203,PONTÃO,0.0602156980227681,0.518873576992211
MG,41327,PEDRA BONITA,2,2,5762,5760,PEDRA BONITA,Presidente,4751,4751,0.824826388888889,PEDRA BONITA,0.0421728566469976,0.625650815688997
GO,95230,PARAÚNA,43,1,8981,8976,PARAÚNA,Presidente,6371,6371,0.709781639928699,PARAÚNA,0.114797906691905,0.476895668633782
BA,33804,BONITO,69,2,12964,12937,BONITO,Presidente,9290,9290,0.718095385328902,BONITO,0.0412681271212589,0.589324282628818
RS,87262,NOVO BARREIRO,32,2,3618,3609,NOVO BARREIRO,Presidente,3066,3066,0.84954280964256,NOVO BARREIRO,0.0425649530127142,0.604477611940299
RS,87076,ILÓPOLIS,145,1,3586,3577,ILÓPOLIS,Presidente,2868,2868,0.801789208834219,ILÓPOLIS,0.077244841048522,0.54712771890686
ES,56499,IBIRAÇU,14,2,9716,9694,IBIRAÇU,Presidente,7176,7176,0.740251702083763,IBIRAÇU,0.0974680938657884,0.424042815973652
MA,7528,FEIRA NOVA DO MARANHÃO,75,2,6222,6218,FEIRA NOVA DO MARANHÃO,Presidente,4840,4840,0.778385332904471,FEIRA NOVA DO MARANHÃO,0.0292510446801672,0.620700739312118
MG,50091,PIMENTA,114,1,6980,6967,PIMENTA,Presidente,5207,5207,0.74738050810966,PIMENTA,0.0296561604584527,0.628080229226361
MG,44415,DIVINO DAS LARANJEIRAS,117,1,4699,4687,DIVINO DAS LARANJEIRAS,Presidente,3034,3034,0.647322381053979,DIVINO DAS LARANJEIRAS,0.0789529687167482,0.531602468610343
RS,85731,CAMPINA DAS MISSÕES,166,2,5143,5133,CAMPINA DAS MISSÕES,Presidente,4243,4243,0.826612117669979,CAMPINA DAS MISSÕES,0.0752479097802839,0.510596927863115
BA,37710,PALMEIRAS,89,2,7741,7693,PALMEIRAS,Presidente,6100,6100,0.792928636422722,PALMEIRAS,0.0904275933341945,0.480299702880765
RS,84751,NOVA ROMA DO SUL,6,1,3063,3061,NOVA ROMA DO SUL,Presidente,2564,2564,0.837634759882391,NOVA ROMA DO SUL,0.0878223963434541,0.504080966372837
MG,49492,PASSABÉM,132,2,1817,1815,PASSABÉM,Presidente,1389,1389,0.765289256198347,PASSABÉM,0.0748486516235553,0.518436984039626
PI,12556,VERA MENDES,57,2,3340,3330,VERA MENDES,Presidente,2612,2612,0.784384384384384,VERA MENDES,0.0452095808383234,0.672754491017964
MT,90948,NOVO SANTO ANTÔNIO,15,2,1850,1852,NOVO SANTO ANTÔNIO,Presidente,1224,1224,0.660907127429806,NOVO SANTO ANTÔNIO,0.0437837837837838,0.603783783783784
PB,19240,CARAÚBAS,22,1,4162,4157,CARAÚBAS,Presidente,3441,3441,0.827760404137599,CARAÚBAS,0.0370014416146084,0.666025949062951
PE,23710,CAMUTANGA,27,2,7443,7435,CAMUTANGA,Presidente,5614,5614,0.755077336919973,CAMUTANGA,0.0498454924089749,0.547628644363832
RS,84948,ÁGUA SANTA,100,2,3099,3097,ÁGUA SANTA,Presidente,2683,2683,0.866322247336132,ÁGUA SANTA,0.0893836721523072,0.514682155534043
TO,73423,CARRASCO BONITO,21,2,3063,3062,CARRASCO BONITO,Presidente,2191,2191,0.715545395166558,CARRASCO BONITO,0.0574600065295462,0.516487104146262
MG,40398,ALTEROSA,19,2,12093,12075,ALTEROSA,Presidente,9590,9590,0.794202898550725,ALTEROSA,0.0501943272967833,0.606797320764079
RS,88161,BOA VISTA DO SUL,98,1,2496,2493,BOA VISTA DO SUL,Presidente,2019,2019,0.809867629362214,BOA VISTA DO SUL,0.0336538461538462,0.655849358974359
RR,3042,AMAJARI,7,1,6521,6495,AMAJARI,Presidente,5484,5484,0.844341801385681,AMAJARI,0.068241067320963,0.396411593313909
SC,82236,NOVA ERECHIM,66,2,3862,3860,NOVA ERECHIM,Presidente,3297,3297,0.854145077720207,NOVA ERECHIM,0.0958052822371828,0.48575867426204
PI,12122,BETÂNIA DO PIAUÍ,38,2,5319,5316,BETÂNIA DO PIAUÍ,Presidente,4332,4332,0.81489841986456,BETÂNIA DO PIAUÍ,0.020868584320361,0.688851287836059
SP,61956,BÁLSAMO,72,2,7490,7479,BÁLSAMO,Presidente,5802,5802,0.775772162053751,BÁLSAMO,0.132710280373832,0.417757009345794
MG,42544,VEREDINHA,336,1,5092,5075,VEREDINHA,Presidente,3532,3532,0.695960591133005,VEREDINHA,0.0217989002356638,0.593872741555381
RS,85260,LAGOÃO,53,2,4597,4591,LAGOÃO,Presidente,3615,3615,0.787410150294054,LAGOÃO,0.0469871655427453,0.69153795953883
MT,90123,NOVA MARINGÁ,29,1,4275,4273,NOVA MARINGÁ,Presidente,2975,2975,0.696232155394337,NOVA MARINGÁ,0.0364912280701754,0.603040935672515
MG,40134,ÁGUA COMPRIDA,347,1,2386,2379,ÁGUA COMPRIDA,Presidente,1751,1751,0.736023539302228,ÁGUA COMPRIDA,0.108549874266555,0.50628667225482
SP,61409,NOVAIS,179,1,3670,3670,NOVAIS,Presidente,2757,2757,0.751226158038147,NOVAIS,0.0681198910081744,0.473024523160763
MG,51039,RIO ESPERA,11,1,5602,5590,RIO ESPERA,Presidente,3953,3953,0.707155635062612,RIO ESPERA,0.0282042127811496,0.610496251338808
SE,31011,AMPARO DE SÃO FRANCISCO,19,1,2686,2680,AMPARO DE SÃO FRANCISCO,Presidente,2153,2153,0.803358208955224,AMPARO DE SÃO FRANCISCO,0.0480268056589725,0.469843633655994
MT,90883,NOVA UBIRATÃ,43,1,7681,7669,NOVA UBIRATÃ,Presidente,5515,5515,0.719128960751076,NOVA UBIRATÃ,0.0571540164041141,0.512693659679729
BA,33111,AIQUARA,147,1,4206,4184,AIQUARA,Presidente,2969,2969,0.709608030592734,AIQUARA,0.0475511174512601,0.571802187351403
GO,93912,HIDROLINA,39,2,3602,3584,HIDROLINA,Presidente,2873,2873,0.801618303571429,HIDROLINA,0.0874514158800666,0.491671293725708
MG,41661,ALTO CAPARAÓ,168,2,4311,4304,ALTO CAPARAÓ,Presidente,3621,3621,0.841310408921933,ALTO CAPARAÓ,0.0359545349106936,0.641614474599861
SC,81400,IBIAM,47,1,1826,1825,IBIAM,Presidente,1524,1524,0.835068493150685,IBIAM,0.107338444687842,0.527929901423877
RO,736,ALTO ALEGRE DOS PARECIS,19,2,8354,8354,ALTO ALEGRE DOS PARECIS,Presidente,6226,6226,0.745271726119224,ALTO ALEGRE DOS PARECIS,0.0468039262628681,0.640531481924827
AL,28517,QUEBRANGULO,28,1,10048,10030,QUEBRANGULO,Presidente,7323,7323,0.730109670987039,QUEBRANGULO,0.0363256369426752,0.625099522292994
GO,93165,INACIOLÂNDIA,46,1,4634,4626,INACIOLÂNDIA,Presidente,3519,3519,0.760700389105058,INACIOLÂNDIA,0.0785498489425982,0.482088908070781
RS,86738,GENERAL CÂMARA,50,2,6215,6195,GENERAL CÂMARA,Presidente,4832,4832,0.77998385794996,GENERAL CÂMARA,0.0855993563958166,0.528720836685439
MG,46990,JAGUARAÇU,98,1,3146,3137,JAGUARAÇU,Presidente,2400,2400,0.765062161300606,JAGUARAÇU,0.0429116338207247,0.540686586141132
PR,75540,PORTO BARREIRO,45,1,3112,3109,PORTO BARREIRO,Presidente,2555,2555,0.821807655194596,PORTO BARREIRO,0.0806555269922879,0.540167095115681
AP,6173,TARTARUGALZINHO,8,1,10391,10352,TARTARUGALZINHO,Presidente,7997,7997,0.77250772797527,TARTARUGALZINHO,0.0417669136752959,0.550380136656722
TO,73474,CHAPADA DE AREIA,13,1,2194,2195,CHAPADA DE AREIA,Presidente,1767,1767,0.80501138952164,CHAPADA DE AREIA,0.0551504102096627,0.470829535095716
CE,13099,ALCÂNTARAS,24,2,9680,9673,ALCÂNTARAS,Presidente,7382,7382,0.763155174196216,ALCÂNTARAS,0.0367768595041322,0.550103305785124
PR,77194,NOVA CANTU,169,1,5913,5894,NOVA CANTU,Presidente,4621,4621,0.784017645062776,NOVA CANTU,0.056485709453746,0.528834770843903
TO,96598,SILVANÓPOLIS,3,2,4486,4485,SILVANÓPOLIS,Presidente,3421,3421,0.762764771460424,SILVANÓPOLIS,0.0804725813642443,0.454971020954079
RO,213,COSTA MARQUES,5,2,9506,9507,COSTA MARQUES,Presidente,6645,6645,0.698958662038498,COSTA MARQUES,0.0694298337891858,0.5411319166842
PR,75086,ARIRANHA DO IVAÍ,196,2,2325,2326,ARIRANHA DO IVAÍ,Presidente,1855,1855,0.797506448839209,ARIRANHA DO IVAÍ,0.0576344086021505,0.531182795698925
SP,70491,SANTA RITA D'OESTE,187,2,2489,2482,SANTA RITA D OESTE,Presidente,1864,1864,0.751007252215955,SANTA RITA D'OESTE,0.179991964644436,0.466050622740056
SC,81515,IPUMIRIM,90,1,6061,6043,IPUMIRIM,Presidente,4925,4925,0.814992553367533,IPUMIRIM,0.0630259033162844,0.509816861903976
AM,2712,PAUINI,44,2,11419,11419,PAUINI,Presidente,7075,7075,0.619581399422016,PAUINI,0.0316139767054908,0.666433137752868
RS,84735,ÁUREA,3,1,3108,3104,ÁUREA,Presidente,2682,2682,0.864046391752577,ÁUREA,0.0611325611325611,0.583976833976834
PB,19178,ARARA,48,1,8910,8899,ARARA,Presidente,6384,6384,0.71738397572761,ARARA,0.0382716049382716,0.676543209876543
PI,10120,CABECEIRAS DO PIAUÍ,6,1,9223,9207,CABECEIRAS DO PIAUÍ,Presidente,6993,6993,0.759530791788856,CABECEIRAS DO PIAUÍ,0.0459720264556001,0.574433481513607
MG,51616,SANTA MARIA DO SALTO,144,2,4439,4421,SANTA MARIA DO SALTO,Presidente,2921,2921,0.660710246550554,SANTA MARIA DO SALTO,0.0236539761207479,0.635278215814373
RS,84778,PIRAPÓ,52,2,2299,2285,PIRAPÓ,Presidente,1684,1684,0.736980306345733,PIRAPÓ,0.0535015224010439,0.610265332753371
GO,93289,VILA BOA,11,2,3801,3796,VILA BOA,Presidente,2656,2656,0.69968387776607,VILA BOA,0.0641936332544067,0.495395948434623
SE,31470,GENERAL MAYNARD,14,1,2939,2922,GENERAL MAYNARD,Presidente,2243,2243,0.767624914442163,GENERAL MAYNARD,0.047635250085063,0.436202790064648
PB,20176,DUAS ESTRADAS,47,2,3564,3552,DUAS ESTRADAS,Presidente,2686,2686,0.756193693693694,DUAS ESTRADAS,0.0569584736251403,0.571268237934905
SC,81469,BOM JESUS DO OESTE,83,2,1889,1888,BOM JESUS DO OESTE,Presidente,1623,1623,0.859639830508475,BOM JESUS DO OESTE,0.111699311805188,0.535203811540498
MG,40487,NAQUE,3,1,5448,5439,NAQUE,Presidente,3839,3839,0.705828277256849,NAQUE,0.0244126284875184,0.58553597650514
MG,42153,CAMPANÁRIO,136,1,3389,3377,CAMPANÁRIO,Presidente,2159,2159,0.639324844536571,CAMPANÁRIO,0.0380643257598112,0.563588079079374
GO,94374,JOVIÂNIA,45,2,5464,5454,JOVIÂNIA,Presidente,4333,4333,0.794462779611294,JOVIÂNIA,0.104502196193265,0.475841874084919
BA,38431,RODELAS,158,1,7378,7345,RODELAS,Presidente,5903,5903,0.803675970047651,RODELAS,0.0554350772567091,0.537001897533207
GO,92924,CHAPADÃO DO CÉU,96,1,8139,8122,CHAPADÃO DO CÉU,Presidente,6198,6198,0.763112533858656,CHAPADÃO DO CÉU,0.10959577343654,0.358397837572183
PB,19780,BARRA DE SANTANA,49,1,7428,7427,BARRA DE SANTANA,Presidente,5749,5749,0.77406759122122,BARRA DE SANTANA,0.0309639203015617,0.628029079159935
